id,question1,question2,is_duplicate
2497,What would happen if both Trump and Pence were assassinated before taking office?,What would happen if both Donald Trump and Mike Pence were assassinated before the election?,1
1093,Why does Dubai Police drive fast car?,Why do the Dubai Police have super cars?,1
198,How can I become more fluent in Chinese?,How can I become fluent in chinese?,1
299,What the meaning of this all life?,What's are the meaning of life?,1
4779,Why can't India get more medals in every Olympics?,Why is India failing so miserably at the Rio Olympics?,1
1006,Why does Facebook Messenger use long polling over WebSockets?,Does Facebook messenger use long polling or websockets?,1
1534,What are some of the most misheard song lyrics of all time?,What are some of your favorite misheard song lyrics?,1
3522,What are the best ways to improve my writing skills in English?,How can I improve my English writing skills?,1
1568,Are there any good horror movies in 2016?,What are some best horror movies of 2016?,1
1043,"Is the US Constitution considered to be a living document? If so, why?",What makes the US Constitution a living document?,1
1425,How likely is it for a black guy to date an Indian girl?,Do black guys like to date Indian girls?,1
1979,What should I do to improve my English ?,What is the best way to improve my spoken English soon?,1
3091,Why is POP called plaster of PARIS?,Why is plaster of Paris called plaster of Paris?,1
3433,Does the 2000 note have a chip inside for its tracking?,Is 2000 rupee note really not going to come with chip?,1
3817,Is tea better for you than coffee?,Would you like tea or coffee?,1
2062,How funny was the TV Show Joey after F.R.I.E.N.D.S.?,Have you watched Joey TV Show after watching F.R.I.E.N.D.S.?,1
3481,What was there before the Universe?,What was there before universe was born?,1
4870,How do I root an HTC Desire 826?,How do I root htc desire 826?,1
1973,Why do we fall for someone whom we can't be with?,Why do we fall for someone whom we can't be a part of their love?,1
4403,What trivia (and/or little-known facts) do you find interesting about Antarctica?,Which are some of the interesting facts about Antarctica and what are the research works going on in Antarctica?,1
2219,What should I do to make money online in India?,What are some easy ways to make done extra money online?,1
1683,What is the best app for Berlin public transportation?,What are the best public transportation apps to help me in Berlin?,1
2048,What would have happened if Krishna is not on the side of Pandavas?,What would have happened if Krishna was not on the side of Pandavas?,1
3124,Is it healthy to eat one chicken every day?,Is it healthy to eat bread every day?,1
1951,Why would Ryan Lochte lie about getting robbed at Rio 2016?,Why would Ryan Lochte lie about getting robbed by cops?,1
3990,If there will be a war between India and Pakistan who will win?,Who would win an all out war between Pakistan and India if no other country got involved?,1
12,What can make Physics easy to learn?,How can you make physics easy to learn?,1
3142,Is it bad if I tell my boss I don't want to get paid?,What would happen if I was working and said to my boss I don't want to get paid?,1
2152,Why does some engineering students struggle to get job?,Why do engineering graduates not get jobs?,1
4881,How will demonitization stop black money?,Will the demonetization really eradicate black money?,1
1225,Why did humans come into existence?,Why did humans come to existence?,1
1018,How does specific heat and heat capacity differ?,Is heat capacity the same as specific heat?,1
178,Why does some people prefer small families.?,Why do some people prefer to live with small family?,1
2732,What is the main purpose of jailbreaking?,What is the main purpose of jailbreaking an iPhone? How is it done?,1
2893,How do I extend Google Drive storage capacity for free of cost above the first free 15 GB?,How can I get free Google Drive storage above the first free 15 GB?,1
3086,How do I gain weight in naturally way?,What should I do to gain some weight?,1
2588,What can we do to fix America's inner cities?,How could America improve inner cities?,1
784,What are some of the best part-time jobs where you can work from home and make some good cash?,What are some of the best paid part time jobs that can be done from home?,1
431,Should I use Vicks Vapor Rub for a stuffy nose?,How do you apply Vicks Vapor rub to treat a stuffy nose?,1
836,What is difference between net and gross income?,What is the difference between gross income versus net income?,1
2853,What age should be appropriate to lose virginity?,What's the right age to lose virginity?,1
2013,Is it right time to associate the car with Uber Pune?,Is it the right time to associate car with uber in pune?,1
4623,How Did You Ultimately Decide Which Career Path To Take?,What is the best way to decide what career to follow?,1
2007,Why do black people get upset when non-black rappers use the N-word?,"Why is it considered offensive when non-black people use the n word, but not when black people do?",1
1443,How can you take the battery out of an iPhone 4?,How do you take the battery off an iPhone 4?,1
2184,What are some books to expand your mind and increase intelligence?,What are some books that expand our mind?,1
3692,Why should people be kind?,Why should we be more kind?,1
3739,Reservation should be abolished?,Should reservation be removed from India?,1
2513,what are the signs a guy likes you ?,How do I tell if a guy likes me?,1
3241,Who named earth?,Who in the Earth named Earth?,1
1343,Are there any famous people with low IQ's?,Who are some famous people with low IQs?,1
73,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,What is the quickbooks customer support phone number USA?,1
2504,What are the best arguments for the war on drugs?,What are the strongest arguments for and against the war on drugs?,1
3822,"Why do people say ""God bless you""?",Why do we say god bless you when we sneeze?,1
4932,What's a good workout program and a diet for a 14 year old male?,What's a great workout program and diet for a 14 year old male?,1
65,What is Java programming? How To Learn Java Programming Language ?,How do I learn a computer language like java?,1
1544,Where do nuclear reactions occur in the sun? Why do they happen?,What causes nuclear reactions in the Sun?,1
4998,How true are near death experiences?,Are Near Death Experiences (NDEs) real?,1
4577,How do the astronauts practise for zero gravity on earth?,How do they train astronauts for zero gravity situations? How can zero gravity be created on Earth?,1
4036,What is the difference between WD Elements and WD Passport external HD?,What is the difference between a WD Element and a WD Passport?,1
4237,Can we harness electrical power from the lightning?,Will we be able to gain energy from lightning?,1
790,"Can fossil records be used as evidence for evolution? If so, how?",What are some examples of evidence of evolution that fossil records provide?,1
2495,What are the indicators of GDP as a good measure of standard of living?,"How GDP might be a misleading measure of standard of living? how it might increase GDP but we would not, as a society...",1
1630,How much does it cost to develop an Android app in India?,How much will it cost to build an Android app in India?,1
3529,How do I get rid of acne on my face? I workout daily and wash my face twice a day.,How can I get rid of acne and scars?,1
4135,Where can I find experience Painters in Brisbane?,Where can I find best Painter in Brisbane?,1
1156,What is literally the most fastest way to make money?,What are fast ways to make money?,1
287,If there will be a war between India and Pakistan who will win?,Who will win if a war starts between India and Pakistan?,1
689,What would be effect of 500 and 1000 Rs notes ban?,"Why Central Govt banned old 500 and 1000 Rs note, but issued new 500 and 2000 Rs note?",1
2086,Is there any proof that ghosts really exist?,"Do ghosts really exist? If no, how do we explain some people getting possesed?",1
4106,What's your favourite anime? And why?,What's your favorite anime? And why?,1
4422,Why when I read an English article do I understand most of the words but I cannot understand the message of the article very well? How can I improve my reading comprehension?,I am very poor in English language and even struggle to understand while reading small article also. How can I improve it without attend class?,1
3991,How should I study (give me a study plan) for 1st year mbbs?,How should I study to pass the first Semester of the 1st year of MBBS?,1
4387,How do you factory reset a Toshiba laptop?,What is the correct procedure to perform a factory reset on a Toshiba laptop?,1
1657,How much bigger can a male bicep muscles get than a female's?,How much bigger can a male's bicep muscles get than a female's?,1
2276,Why has not any Indian Mathematician won a Fields Medal?,Why has an Indian born person never received the Fields medal?,1
2250,"Why are some questions marked as ""needing improvement"" when clearly they do not need improving?",Why do all of my questions on Quora need improvement?,1
1972,How do I prepare for the GATE and is coaching necessary or not?,Is it necessary to go for coaching for GATE preparation?,1
4411,What is your favorite place to travel to?,Where is your favorite place you have traveled to?,1
2378,What is the best way to commit suicide?,What is the easiest way to commite suicide?,1
1400,What is your most embarrassing moment in public?,What has been your most embarrassing moment in front of a stranger?,1
4496,What are the best ways to improve my English because I'm not good in English?,How can I improve my pronunciation in English?,1
4929,What is the best gift you've received?,What is the best tangible gift you've ever received?,1
2096,How do I make money from my Car?,How can I make money from my car?,1
1015,Who will win the 2016 presidential election?,Who will win the 2016 U.S. presidential election and why?,1
4818,What is your greatest professional achievement?,Which is your greatest achievement?,1
1244,If I become a millionaire should I tell families and friends?,Should I tell people that I have become a millionaire?,1
1014,Is scientology a fraud?,Is Scientology bullshit?,1
2924,What if humans were nocturnal?,Can humans be nocturnal?,1
4857,How imminent is world war III?,Will there be a World War III soon?,1
1835,"Is EEE in VSSUT, Burla good? Is the placement good? What type of companies recruit EEE graduates?","How is EEE in VSSUT, Burla?",1
1401,What's the coolest thing you can do with a computer?,What are the coolest things you can do on a computer?,1
966,How do I know if my spouse is my soulmate?,How can I know that he is my soulmate?,1
2868,Could the U.S slowly take over the world?,Could the U.S. take over the world?,1
2439,Do irregular periods after marriage delay conceiving?,Do irregular menstrual periods affect female fertility?,1
855,What is the difference between HDD and SSD in layman's terms?,What is differences between SSD and hdd?,1
261,How do I choose a journal to publish my paper?,Where do I publish my paper?,1
4767,What is the flight time from London to Geneva? What are some useful tips to get through so many connections?,What is the flight time from London to Geneva?,1
956,What's it like to be a non-smoking mother of smoking children?,What's it like to be non-smoking mother of the smoking children?,1
3095,Why is liberal arts education considered to be bad?,Why is liberal arts education bad?,1
3872,Will India win over Pakistan in Kashmir issue?,Will India win on Kashmir issue.?,1
2122,What do you struggle with most in your life?,What are you struggling with in your life?,1
1567,How can changing 500 and 1000 rupee notes end the black money in India?,Will banning Rs.500 and Rs.1000 notes help to solve black money and corruption?,1
4544,What are some best sources to learn programming?,What are the best sources to learn programming?,1
4331,"If hearing is associated with abstract thinking, how do people who were born deaf think?",How do deaf-born people think?,1
4315,Is there any way I can earn money online without any kind of investment?,Can I make money online without investing?,1
1593,"Which is better, Coke or Pepsi?","What is better, Coke or Pepsi? Why?",1
3979,What do blood type o positive mean?,How do you get O blood type? How is blood type O different from other blood types?,1
1641,"Do Trump supporters believe his claims about his tax returns, or do they just not care?","Do Donald Trump supporters actually not care about his tax returns, or do they just tolerate them and look at the bigger picture?",1
4200,"What is Fiverr, and how do they make money?",How does Fiverr make money?,1
1879,How can I view a private Instagram?,Can I view a private Instagram?,1
4194,What do you think about Brexit?,What is your view/opinion about Brexit?,1
143,Does a black hole have mass?,Does a black hole have a finite mass?,1
1436,Why is Quora claiming my questions need improvement?,Why does Quora keep telling me my question needs improvement?,1
4822,"If infinite dark/vacuum/gravitational energy can be created as universe expands, does it mean that their potentiality or potential energy is infinite?",If more vacuum gravitational and dark energy is created as universe expands can infinite of these be created as they appear without limit?,1
1540,What is the concept of sustainable development?,What is sustainable development?,1
558,How do I start a successful private equity firm?,What do you need to start your own private equity firm?,1
2619,How can I crack JEE?,How can I crack JEE exam?,1
760,What will be the resolution one should have for the year 2016?,What's your resolution for year 2016?,1
2846,What are some substitutes for butter?,What can be substituted for butter?,1
209,Why is creativity important?,Why creativity is important?,1
224,Will there be another billion dollar lottery Jackpot?,When will the lottery reach the next billion dollar jackpot?,1
4056,How do I get rid of keratosis pilaris on my tricep areas?,How do I get rid of keratosis pilaris?,1
2585,Is the government hiding or harboring aliens?,Why won't the government announce aliens? Would there be some kind of distress on earth?,1
2423,What is the basic purpose of nuclear bomb?,For what purpose are the nuclear bombs?,1
2033,"If you were given a chance to be somebody else for a day, who would you be?","If you were given a chance to be somebody else for one day, who would you be?",1
772,What is the main difference between socialism and communism.?,"What is the difference between socialism, marxism, and communism?",1
4912,Does money mean success?,Does success mean to have money or does money mean to have success?,1
4231,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Riyadh?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of France?",1
2668,Why is Cricket not popular in US even though it was a British colony?,Why is cricket not popular in the US despite being a part of former British colonies?,1
3746,What are the merits and demerits of GST implementation in INDIA?,What is the merits and Demerits of GST in India?,1
4110,What is the most embarrassing moment your crush had in front of you?,What was the most embarrassing moment in front of your girlfriend?,1
729,Why is Saltwater taffy candy imported in China?,Why is Saltwater taffy candy imported in Laos?,1
4075,How can I increase the traffic to a website?,How can I increase the traffic on my website? Jeenkart.com,1
3683,What is the sense of life?,What do you think is the ultimate meaning of life?,1
182,What if I hired two private eyes and ordered them to follow each other?,Would I be able to hire two private investigators and then get them to follow each other?,1
3836,What effects do Humans have on the water cycle?,What are some human effects on the water cycle?,1
3863,How can I increase my patience level?,How do I increase my patience level?,1
275,What are some of the best films and TV shows that feature strong female protagonists?,What are the best female strong characters in films?,1
2278,Which is the best Teradata online training?,Where is the best institute for Teradata Online Training?,1
4042,Do you support reservation in private sector in India?,What are your thoughts about proposals for reservation in the private sector?,1
2402,What is the health condition of Jayalalitha?,What is the true health status of TamilNadu CM J Jayalalitha?,1
2986,Is death a new end or begining?,Is death the end of everything or the beginning of nothing?,1
1595,Why is dividing by zero an error or undefined?,Why is division by zero undefined?,1
4528,Is ice cream good to eat when you have a fever? Why or why not?,Why is ice cream good for fever?,1
1272,Why does magnetic field produce when current flows in a conductor?,Why is a magnetic field produced when current flows through a conductor?,1
2738,What is the poorest country in the world.?,Who is the richest country in the world?,1
595,What’s the best time to have sex?,When will the best time for having sex?,1
4629,What happened before the Big Bang happened?,What actually existed before the Big Bang?,1
1747,Which is the best place to visit in Goa with Friends?,"We are Planning to visit Goa for three days,which are the best places to visit?",1
1004,What would cause an AMP to cut out?,What would cause an AMP to cut out? How do you fix it?,1
3323,What is Atal Pension Yojana? Who can join Atal Pension Yojana?,What is Atal Pension Yojana? What are its benefits?,1
4785,What do you fear most about getting old?,What scares you about getting old?,1
1458,When was the hardest period in your life and how did you get through?,What are the hardest time you've seen and how did you get out of it?,1
4854,Which or what are the best laptops under 35 to 40000 in India?,Which is the best laptop to buy under 40000 INR?,1
461,What are the top 10 books one should read in his or her early 20s?,What books are worth reading in early 20s?,1
1393,Who invented the middle finger bad gesture? How was it invented?,Who invented the middle finger bad gesture?,1
1314,What was a book that changed you?,What is the one book that changed you?,1
1692,How do I get clients for my software startup company?,What are the best ways to get clients for software startup?,1
1987,What is Dynamo?,What is a dynamo?,1
2780,What is your favorite ice cream brand and flavor?,Which is your favorite ice cream brand? Which flavor and why?,1
1360,What is the best method of losing weight?,What are the best way of loose the weight?,1
4829,How can I make people want to be with me?,How do I make other people want to be around me?,1
4199,What is the standard model all about?,What exactly is the standard model?,1
2019,How is replacing 1000 rs notes with 2000 rs notes going to make black money hoarding a lot harder?,How would demonetizing 500 and 1000 rupee notes and introducing new 2000 rupee notes help curb black money and corruption?,1
3691,How will the ban of 1000 and 500 rupee notes affect the Indian economy?,How will discontinuing ₹500 and ₹1000 notes affect India's economy?,1
1941,What is the best way to learn to play the guitar by myself?,How can I learn to play the guitar by myself?,1
4690,Which one do you prefer watching over and over: Game of Thrones or The Lord of the Rings?,"Which one do you prefer, The Lord of the Rings or Game of Thrones?",1
3893,What would happen to British empire and its effect on whole Asia if Indian people had succeeded in their Mutiny 1857 to secure independence?,What would happen if Indian people had succeeded in their Mutiny 1857 to secure independence? How would be our India today?,1
3722,Is Donald Trump the 666 Antichrist?,Could Donald Trump be the Antichrist?,1
2552,Which is the best Mutual Fund in India?,What are mutual funds and which is the best one in India in which to invest?,1
3745,"Did you dislike Harry Potter and the Cursed Child too, or was it just me?",What's your review on harry potter and the cursed child?,1
2734,Will Muslim population overcome Hindu population in India in future?,Can India become a Muslim majority state in near future?,1
626,What are the conditions in European refugee camps?,How are the conditions inside European Refugee Camps?,1
1702,Why are there so many Muslims in our Bollywood industry?,Why are there so many Muslims in Hindi film industry?,1
3954,How do I get over a broken love relationship?,How does a person get over a broken heart?,1
1191,Why do so may people ask questions on Quora that can easily be found by a simple Google searh?,Why do people find it easier to stage simple questions on Quora rather than spending a few minutes on the Internet to find straight answers?,1
4696,What's 1 popular or rock song that's in 3/4 time?,What's one popular or rock song that's in 3/4 time?,1
1906,What is the best and quick way to lose weight?,What is the best way to loose weight quickly?,1
2010,What are the major differences between Chinese culture and Western cultures?,What the difference between western culture and Chinese culture?,1
4948,What are main parts of the circulatory system and their functions?,"What are the three main parts of the circulatory system, and what function does each serve?",1
1796,How do I delete my question from Quora?,How do I delete my own question from Quora?,1
4065,How do I write a effective cover letter for a job as a software engineer?,Who would you recommend me to write a CV/Cover letter for a software engineer?,1
3969,Why doesn’t anybody answer my questions on Quora?,Why nobody answer my questions in Quora?,1
3546,What exercise should be done to reduce belly fats?,What are the most effective exercises to reduce belly fat?,1
1612,What are some of the most technical questions asked in an interview?,What are the questions asked by an interviewer in technical interview?,1
2001,Which sites are best for learning algorithms and data structures over video?,What is the best site to to learn data structures and algorithms from video tutorials?,1
1839,What is difference between Modi and Hitler?,How Modi is different from Hitler?,1
2396,What is the best advice your father ever gave you?,What's the best advice your father ever gave you?,1
2272,What can I do after completing Bcom?,What should I do after completing my bcom?,1
1216,How come there are no depictions of the massacres Islam inflicted on India?,How come there are no depictions of the massacres inflicted by Islam on India.?,1
3645,How do I start a random conversation with a girl I don't know?,How do I start a conversation with a girl I don't know?,1
3253,Which company offers good fire fighting equipments?,Which company offers good fire fighting tools?,1
4035,How do I rid myself of my paranoia?,How do I get rid of my paranoia?,1
3041,Is there a way to prevent hair Loss?,My hair is falling. What can I do to prevent this?,1
3027,Why do dogs wag their tails when they are happy?,Why do dogs wag their tails?,1
439,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What are your views on ban of 500 and 1000 rupee notes in India?,1
88,Which is the best gaming laptop under 60k INR?,Which is the best gaming laptop under Rs 60000?,1
4305,What are some of the best jokes?,What are the all time best jokes?,1
2239,What causes a premature birth?,What are the causes of preterm birth?,1
409,Do you regret your divorce?,Have you ever regretted your divorce?,1
953,What are some of the best music albums ever?,What is regarded as the best music album?,1
532,How imminent is world war III?,Are we heading toward World War 3?,1
4138,Why is Youtube not working on my iPhone? How can I fix this?,Why is YouTube not working on my iPhone?,1
4264,What are some possible solutions if I forgot my iCloud password?,What should I do if I forgot my iCloud email and password?,1
3199,What are crop tops?,What is crop top?,1
460,Daniel Ek: When an we expect Spotify in India?,Daniel Ek: Are there any future plans of releasing Spotify in India?,1
4070,What do you do when you are upset?,What you do when you get upset?,1
1557,What are the main uses of a computer network?,What is computer networking?,1
4467,What is the funniest joke you ever heard?,What is the best joke you've ever heard? Please keep it clean.,1
2993,Why do so many people on Quora feel the need to state their IQ?,Why do so many people on Quora brag about their IQ?,1
2347,How do you get over an attitude problem?,How do you solve an attitude problem?,1
3825,What skills should I learn before searching a software developer job in Java or Web Development?,"I finished learning Java SE, HTML, and now want to learn Java web development. What else do I need to learn before learning Java web?",1
4543,Does long distance relationship works?,How do I survive in a long distance relationship?,1
4914,What are best Hollywood movies?,What is your best Hollywood movie and why?,1
3730,What is the molecular orbital?,What is molecular orbital?,1
377,How do I maintain my peace of mind?,How can I maintain my peace of mind?,1
4734,How can I improve my English writing skills by myself?,How do I improve my English with creative writing skills?,1
1399,What is purpose of registering with dogs such as a Maltipoo at the AKC?,How can you register a Maltipoo at the AKC?,1
4105,What are legal pets in India?,What are the legal pets in India?,1
1233,Where can I get fantastic value in Sydney for floor tiles?,Where can I get best quality wall and floor tiles at very affordable rates in Sydney area?,1
4945,What will be the effect of banning 500 and 1000 Rs notes on real estate sector in India? Can we expect sharp fall in prices in short/long term?,How will real estate prices be affected in India after banning of 500 and 1000 rupees notes?,1
2800,"I wanna start preparing for ias exam, how should I proceed?",How should I start preparing for UPSC(IAS) exams?,1
4649,Has the 50AE Desert eagle a almost 99% kill chance with a headshot at close range?,What are the odds of dying if someone shot me in the chest with a 50 cal Desert eagle at close range?,1
607,What are some movies that everyone needs to watch at least once in life?,What movies would you recommend everyone to watch?,1
2663,How can I get out of my comfort zone and be myself at the same time?,How do I break out of my comfort zone?,1
4446,Which is the best screen recording software for Windows 10?,Which is the best screen recorder for computers?,1
4028,How should I start IAS preparation after graduation?,How should I start my preparation for IAS as an engineering student?,1
1854,What are the side effects of ProActiv?,What are the side effects for using Proactiv? How are the side effects treated?,1
4547,How should I increase my concentration power?,How can I improve my concentration to the best?,1
4241,Can I not use Facebook Workplace without a unique domain email address?,How do I recover my Facebook email and password?,1
4140,How do I prepare for NEET in the last 6 months?,How do I prepare for NEET 2017 in 6 months?,1
3934,Are there any supplements out there that actually burn belly fat and lower body fat?,What can burn body fat? Are natural supplements helpful for losing weight?,1
4501,What are some lesser known must-listen songs?,Music Recommendations: What are some lesser known songs that you like a lot?,1
2625,What are the differences between human beings and animals?,What is the difference between humans and the other animals?,1
2831,What are the best hashtags I can use for my clothing brand on instagram?,What are the best hashtags to use as a photographer on instagram?,1
3432,How can I stop masturbating forever?,How should I stop masturbating?,1
1118,Why doesn't Google buy Quora?,Will Google buy Quora?,1
1294,Is time travel possible? If yes? How?,Is time travel still theorized as being possible?,1
1001,What is the best age to teach a child how to swim?,When is a good time to teach your children how to swim?,1
4228,What is it like to work as a Disney Princess at a Disney Amusement Park?,What does it entail to work as a Disney princess?,1
4267,Should I buy a used rental car?,What companies would you recommend to buy a used rental car from?,1
4915,"Why are some questions marked as ""needing improvement"" when clearly they do not need improving?",Can people still see questions that are marked as needing improving?,1
1955,How do you become a military pilot?,How can I become a military pilot?,1
4668,What are some signs that an introvert boy loves you?,What are some signs an introvert guy likes you more than a friend?,1
4259,How can I be more ambitious?,How do I become more ambitious?,1
4227,Are men really better drivers than women?,Who are better drivers woman or man?,1
4987,What is Quickbooks tech support number in Arizona?,What is the QuickBooks Hosting Support Number?,1
2266,What would be a realistic plan to lose weight?,How can I efficiently lose weight?,1
1121,How do we account for transgender people if gender is socially constructed?,If society reversed gender roles would transgender people be the same people or different people?,1
962,How could I gain weight in a healthy way?,How can I gain healthy weight and mass?,1
1563,What are the ways in which I can improve my handwriting?,How can I have good handwriting?,1
15,What would a Trump presidency mean for current international master’s students on an F1 visa?,How will a Trump presidency affect the students presently in US or planning to study in US?,1
4388,Why dont Indian Muslims sing National Anthem?,Why do Indian Muslims oppose the national anthem of India?,1
4652,How do you know if you are in love with someone?,How do you know if you're in love with someone and might only be denying the fact to yourself?,1
1345,What are some good places to visit in Kerala on tour?,What are some good beaches to visit in Kerala?,1
1109,What are the benefits of learning another language?,What are the benefits of learning a third language?,1
1397,Are there any Republicans voting for Hillary Clinton?,Are there any other republicans (here) who voted for Hillary Clinton?,1
3858,Why should i believe in astrology?,Do you believe in horoscopes?,1
1655,Does critical thinking help to burn calories?,Does thinking burns calories?,1
2468,Which is the best non-fiction book you have ever read?,What are some good non-fiction books that I should read?,1
1875,What were the reasons for Industrial Revolution?,What were the causes of the Industrial Revolution?,1
501,"What makes a programmer ""good?""",What makes a good programmer great?,1
250,How can you recover your Gmail password?,"I do not remember my password to my Gmail account, how can I recover my account?",1
410,"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?",How much can a person's DNA change from birth to death in a life span of approximately 70 years?,1
678,Which book is best for Neet chemistry?,Which is the best book for chemistry for NEET?,1
834,Which is the best SSC and banking training insititute in Chandigarh?,Which institute provide best SSC and banking coaching in Chandigarh?,1
3140,How do I change the font style on the HTC Desire 816g?,How can I change the font style in htc desire 816g?,1
176,What is it like to live in Cologne?,"What is it like to live in Köln, Germany? ",1
399,How do I pass a drug test for methamphetamine?,Can hair dye help pass a hair follicle drug test for daily meth smokers?,1
1664,What is the thought process behind designing a country's national flag?,How is the story behind your country's national flag?,1
4893,How do I become more strategic?,How does one become more strategic?,1
2834,Which university ranks first in the world?,Which university is the best in the world?,1
3959,How can I speak English like natives?,How can improve my English speaking?,1
3555,Why do ISIS fighters cover their faces?,Why do Islamist terrorists cover their faces?,1
84,What are some of the high salary income jobs in the field of biotechnology?,What are some high paying jobs for a fresher with an M.Tech in biotechnology?,1
3940,Which movies or TV shows would you recommend on Netflix?,What are the best three movies you have seen on Netflix?,1
4396,How can I explain the fourth dimension to a teenager with little to no background information?,How do you explain the existence of fourth dimension?,1
168,Which are the best engineering fields?,What is the best field of engineering?,1
100,Will there really be any war between India and Pakistan over the Uri attack? What will be its effects?,Will there be a nuclear war between India and Pakistan?,1
3912,Can mathematics prove the existence or non-existence of God?,Can math prove the existence of God?,1
4918,"If more vacuum energy appears with expansion and it has no limit, can infinite of this energy be created? If yes is energy infinite?",How is dark/vacuum energy created with the universe conserved if it is not conserved? Can infinite of these be created?,1
2390,Does having bad teeth kill someone faster?,Does having bad teeth mean you will die young?,1
2235,How did you learn to speak English?,How can I learn to speak a fluent English?,1
489,Does Rahul Gandhi have any chance to become next PM of India after Modi?,Does Rahul Gandhi have chances to become next Pm of India after Modi?,1
1919,What are the chances of getting my phone back when someone stole it from my pocket while travelling in local train (Mumbai)?,What is the possibility of getting back mobile phone lost in mumbai local trains?,1
4457,"Who is better for India, Donald Trump or Hillary Clinton? Why?","Who would be better for India, Donald Trump or Hillary Clinton?",1
4168,What is the QuickBooks contact number?,What is Quickbooks Proadvisor?,1
3917,What is meant by overfitting?,What is overfitting?,1
3032,What is an inanimate object?,What is an inanimate object? What are examples of inanimate objects?,1
815,What are the home remedies for piles or anal fissure?,How do I cure anal fissure permanently with home remedies?,1
3010,How can you define maturity?,What is maturity? Is it only the physical change?,1
1717,How can I get a green card to live and work in the USA?,How can I get a green card?,1
3725,What are some symptoms of eccentric and concentric contractions?,How do concentric and eccentric contraction compare and contrast?,1
4225,What are the features of ARRI Alexa Mini?,What is so special about ARRI Alexa Mini?,1
923,Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE",1
1585,Can we stop global warming?,Do we have any good ways to stop global warming?,1
4952,What would be next strike from PM Modi after Demonetisation?,What will be the next move by PM Modi to improve India?,1
1415,"What if the whole world had only one religion, could we think the world can be at peace then?","If the whole world were to follow only one religion, would it be more peaceful?",1
4828,Which are the best songs/music that can be listen while working out?,What are the best songs to listen to while running/working out?,1
3380,Why doesn't Tesla make cars with a sun-roof with solar panels?,Why Tesla is not installing solar panels on cars?,1
2472,Do I need any previous knowledge of Star Wars franchise to see/appreciate Rogue One: A Star Wars Story?,Do I have to have seen any other Star Wars movies to understand Rogue One: A Star Wars Story?,1
1285,What are the differences between Chinese and western etiquettes?,What are the differences between Chinese and western etiquette?,1
3816,Which are the famous caves in Chhattisgarh?,Which is the most famous cave in Chhattisgarh?,1
4499,"Now after banning of ₹500 & ₹1000 notes, what are the ways in which people can convert their black money into white and how can it be prevented?",What will black money owners do after the banning of 500 and 1000 rupee notes?,1
2362,"I want to buy a 32 inches LED TV under Rs 20,000. Is online LED TV is safe?","Which is best 32 inch led tv to buy below 20,000 INR?",1
3711,How does it feel to be unemployed after getting an engineering degree?,How is the life of a jobless student after the completion of their engineering degree?,1
179,Do animals kiss?,Do animals (besides humans) kiss?,1
3785,Is CA really tough?,Is Ca tough?,1
16,What does manipulation mean?,What does manipulation means?,1
4345,What is the best way to find good questions on Quora?,How do you find good questions on Quora?,1
4729,Why did Ecuador cut Julian Assange's Internet access?,Is Ecuador right to limit Assange's internet?,1
312,What is the best answer to what you did in two years gap in a job interview?,What is the best excuse to explain a gap (of one or two years) in your job career for a job interview?,1
