id,question1,question2,is_duplicate
2580,"Is it a good idea for a CEO to take personal criminal liability for a non-profit? Such as ""I, X , hereby certify, under penalty of perjury, that…",A person I know has an idea for a mobile application but no skillset or money to build the application. I don't want to steal his idea so is there a widely accepted standard for example where I would take 90% of the profits for doing all the work and he would get 10% for just the idea?,0
130,What are some yakshini mantras?,What is a Yantra & Mantra?,0
1021,What is the gross salary if IDA mentioned is 16400?,"What does an IDA pay scale basic pay of 9,760 rupees open ended +3% increment mean? What will be the gross salary from that basic pay?",0
2812,Can I open a regular savings or checking account in an Indian bank if I am a Canadian citizen with an OCI card in India?,Which is the best and worst bank in India to open a saving account and why?,0
4975,What are some warm blooded animals and what are their differences with cold blooded animals?,What are some examples of warm blooded and cold blooded animals?,0
3196,Who is best lingerie online shopping store in India?,How can I find best online shopping stores in india?,0
4861,How often do Bill and Hillary Clinton see each other?,How might have Bill Clinton and Hillary Rodham each turned out if they hadn't met at Yale Law School?,0
3814,What should I do for the science fair?,What is ddr3 (ram) and how is it different from a normal ram?,0
3930,What I can do to be effective students in university? I am a student of English major.?,What are the subsidies provided by the government for setting up solar power plant in India?,0
4535,"What causes crop circles, and how are they made?",Are all crop circles man made?,0
4306,My classmate hate me because of my attitude?,What should I do if my mitacs summer internship period falls on summer semester finals exam in my university? Should I apply for it or not?,0
2092,How is technology changing entertainment?,Wheather a newswebsite appoint its own correspondent and issued id card them in India?,0
3593,What are the best resources for learning Ecuadorian Sign Language?,What are the best resources for learning Uruguayan Sign Language?,0
581,Why do you want to be to president?,Would you want to be President?,0
694,What are some interesting theories about life after death?,What is the truth about life after death since there are some unconfirmed examples?,0
4066,How do I stop a redirecting virus on Android in Google Chrome?,How do I remove a chrome redirect virus?,0
1886,What is the difference between a redhead and a ginger?,How can I get ginger scene hair?,0
1701,Do humans fear artificial intelligence because it has no soul?,Is it scientifically proven that the soul exists?,0
137,Are exocytosis and endocytosis examples of active or passive transport?,What are examples of passive transport in cells?,0
3827,What are some good auto biographies?,What are some good (auto)biographies of prisoners?,0
2951,"Where can I I pay for food for poor people in Gurgaon, while remaining anonymous?",Can we pay HUDA water bill for Gurgaon online?,0
4961,What is the Tumblr story?,What is tumblr?,0
305,"Should I repeat 2nd year in college, or find a new college? It's a 5 year course.",I study in Ashutosh College in Kolkata. Can I study in any other college in India in my 2nd year?,0
1513,How do lymph nodes form?,What are lymph nodes?,0
4807,How do I find the salary for each character in Les Misérables 2012 movie?,Les Misérables (2012 movie): How did Marius and Eponine meet?,0
1843,Which is the best godrej air conditioner repair center in Hyderabad?,Where is the best IFB air conditioner repair center in Hyderabad?,0
1615,Do government engineering colleges follow the 75% attendance rule strictly?,Can I get MITS gwalior with 95 in JEE and 89% in cbse 12?,0
1410,Has anyone ever had their RFID passport hacked and their identity stolen?,How are stolen passports used?,0
3191,What are sac fungi? What are some examples?,What are some fungi examples?,0
4213,What is the boiling point of oil?,What is the boiling point of water?,0
2111,How did the founders of After School app market to teens?,How did after school come up with their logo?,0
3288,Can we change yellow board car to white board?,Do the universities contact you after submitting GRE scores?,0
232,"Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Prespa?","Where does the water from the Great Lakes come from, and how does these lakes wildlife compare to Lake Como?",0
774,How is the word 'valiant' used in a sentence?,How is the word 'contorted' used in a sentence?,0
4139,How do you prepare for Mensa IQ testing?,How do I take the Mensa IQ test?,0
733,What is most important in life - money or values?,What is more important money or respect?,0
963,What kind of animal did this?,What kind of animal are you?,0
2532,It is very challenging to encompass SNMP in a active measurement platform. Why? Can you also give me reference in literature that proves why?,Do you believe that it is appropriate to refer to staff members by name in a mystery shopping report? Why or why not,0
3935,Could anyone suggest a final year project in Information Systems and Technology? I am stuck and have to finish this Bachelors.,Could anyone suggest me some good cloud security based projects that can be implemented by a final year student?,0
3104,How do you get a new Straight Talk phone number?,How do you change a phone number through Straight Talk?,0
3153,How YouTube pay?,When can Youtube pay?,0
3644,Is it feasible to build a wall between the US and Mexico as Donald Trump claims he would do?,Is the US really going to copy the Chinese Great Wall to build a wall between the US and Mexico? And would it become a tourist attraction site?,0
1297,"What are the copyright laws around quotes? Can I take a quote, make it into a poster and sell it on Etsy?",Why doesn't Microsoft take action on the millions of pirated copies of Windows?,0
1038,Is world societies moving towards rational love contract?,"Other than humans, what are some examples of the smartest mammals?",0
1460,"A couple who has 5 sons went for a picnic. Each son has 7 sisters. Each sister has 3 babies. In total, how many people went for the picnic?","Why are there so many ""no picnic"" signs in Venice?",0
1814,How do I prepare for an interview for an internship as a software developer at Jack in the Box?,What should I expect in a Software Engineer interview at Google and how should I prepare?,0
4145,How would you take over Vatican City?,What is the Vatican City?,0
2123,Can you get pregnant 5 days before ovulation? Why or why not?,Can you get pregnant 5 days after your periods?,0
655,How can I find out whom I sent a friend request to on Instagram?,How do you send a friend request on Instagram?,0
4550,Rastriya military school blore?,"I got 62% in X, 71% in XII and 61% in Graduation. What is the probability of getting a call from any of the IIMs if I score 99 percentile in CAT?",0
3525,What are some noteworthy things that happened to you in the course of being a promiscuous man?,What are some noteworthy things that happened to you in the course of being a promiscuous woman?,0
4705,How do I listen to the brain and the heart and follow intuition?,How does one listen to their brain instead of their heart?,0
4113,Is visual modflow flex is suitable for groundwater modelling? Is there any other computer language should be known to work in modflow related software,Can we use the rainwater to fill up the groundwater?,0
268,How do I love my body as a guy?,"How can I make my whole body more fair, if I am a wheatish Indian guy?",0
3435,"In India, what is the scope of environmental engineering?",What is the scope of desktop engineering in india?,0
3981,How is the word 'furtive' used in a sentence?,How is the word 'prestidigitation' used in a sentence?,0
4025,Why should everyone knows about First Aid?,What should everyone know about first aid?,0
1773,How do I improve the writings on Quora?,How can I improve my writing on Quora?,0
714,What is the fastest production car?,What is the world's fastest street legal car?,0
2526,Can I paint glass with acrylic paint? Why or why not?,How do you use acrylic paint on glass?,0
1940,What do you do if you suspect your spouse is cheating?,How do you deal with a cheating spouse?,0
1502,What are the best things to buy on Amazon?,What is the best thing I can buy for 2€ on Amazon?,0
223,"What are some examples of sentences using the word ""hysteria""?",What is the best home wireless network setup and expected speeds?,0
4671,Who is the next president of USA?,Who will win the 2016 U.S. presidential election and why?,0
4085,Softwares used for designing in automobile industry which one should know?,My wife never ask me to have sex. Is that normal?,0
2771,"How do I insert data in to MySQL database using javascript, ajax and jsp?",How do I retrieve and display data from API using AJAX with a JavaScript code?,0
2073,"What are the most epic, funniest farewell emails ever sent to coworkers when leaving a company?",I am leaving the city. How can I make an emotional farewell?,0
3960,When will Brian Bi go to graduate school?,Which grad school is Brian Bi going to?,0
3736,Are Muslims the only ones who still practice stoning for adultery in the 21st century?,How is the Bible still relevant in the 21st century?,0
3919,I get stressed out a lot over little things and it's hard for me to overcome this. Is there anything that I could do to be able to control this?,Why is college stressing me out?,0
3297,How do you check your SBI account number?,How can I check my bank account NUMBER if I only have my account number?,0
4206,Why do Arvind Kejriwal's goon close roads and irritate public daily?,"Where do Lucifer's mundane passions (greed, pride, envy) come from if he is a pure spirit? He had the free will of a pure spirit, not that of a man.",0
4889,What are some interesting sites on the deep web?,"Are there ways to access the dark web other than Tor, I2P, or Freenet?",0
528,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use..",I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?,0
1783,"Can a family live on $120,000 yearly in New York City?","Can a family live comfortable on $150,000 a year in New York City?",0
1312,What is the life of mechanical engineers graduated from top colleges who didn't select in campus placemats?,Why do many engineering graduates from top notch colleges such as IITs/NITs pursue an MBA immediately after graduation?,0
1469,If the universe rewinds itself after it dies does that mean that I get to be reborn?,What happens to the soul after it leaves the body?,0
4011,How do Uber and Lyft compare in 2016?,How did Uber and Lyft become comparable?,0
3122,Can you earn money from an affiliate adult content website?,How do bloggers earn money?,0
3894,What happened to David dvdasa?,What is Sagittarius B?,0
3374,What is metal to ligand charge transfer (MLCT) transition and ligand to metal charge transfer (LMCT) transition?,Which transitional metals are found in the body?,0
2156,What will be repercussion of India's surgical strike to Pakistan?,What do you think of India’s surgical strikes that took place against terrorists in Pakistan?,0
741,"If you screenshot someone's Instagram video, will they get notified that you screenshotted it?",If I screenshot someone's live video on Instagram do they get notified?,0
1261,What is your review of No Such Thing (2001 movie)?,What is your review of Friend (2001 movie)?,0
1758,Will you leave politics after you lose the election?,Will you be okay if your political representative becomes rich or richer after being elected?,0
1673,What IQ will get you a GPA over 3.5?,Can you spot the error in the answer of this question?,0
1754,How can I feature someone on musical.ly?,How do I get coins on musical.ly?,0
2634,Do employees at Sapiens International have a good work-life balance? Does this differ across positions and departments?,Do employees at Tower International have a good work-life balance? Does this differ across positions and departments?,0
1554,How do I apporach people in my classes if I didnt introduce myself in the first month of university when everyone else already has friends?,How can I help myself as I start stammering when I speak in front of a crowd (my class)?,0
3710,Should I begin learning the cello?,What does test statistic mean for hypothesis testing?,0
1352,What is it like to have a brain close to the great librarian?,What does it feel like to be working as a librarian?,0
4923,What should be the timeline for applying to a us university for undergraduate (I am in 11 standard)?,"What is log+ (where ""+"" is a superscript)? Is it the same as ln?",0
2930,Which is Best College in Gwalior? ITM vs AMITY,"What is your review for CSE branch, ITM Gwalior (1997)?",0
343,Why do some Japanese guys try to look feminine? Don't the girls find it gross?,Why have most of the guys in India become so desperate? Don't they know that girls don't always look for relationships? Would it hurt guys to become our friend first?,0
1372,A cab's flat rate is $6 at $0.75 per mile. How many miles could you travel if you only have $20 to spend?,Suppose you paddle a canoe at a steady speed of 4 miles per hour. You go 6 miles downstream & upstream. What is the speed of the current?,0
342,Is Kristen Stewart a bad actress?  Why or why not?,Is Jennifer Lawrence a bad actress?,0
1792,"Why does Coke help my menstrual cramps, against all medical advice?",What's the best position to sit or lie in to alleviate menstrual cramps?,0
23,How much is 30 kV in HP?,Where can I find a conversion chart for CC to horsepower?,0
3905,How many zeros are in 1 million?,How many zeros are there in one trillion?,0
3754,Which is best smartphone under rs4000?,Which is the best smartphone to buy now?,0
4714,Which is the best reference book for C language?,What are some of the best books to learn C#?,0
3152,Where is Bhutan?,What is Bhutan?,0
4724,I want to offer my private car (without a driver) on a monthly rental basis to Uber/OLA or any office transport service/rent a car service in Kolkata. How much rent can I expect? Which one is the best option?,I am from Mumbai and I am planning to buy a cab and run under Uber. Is it profitable? Which car should I purchase?,0
521,What words rank the highest on Dictionary.com's difficulty index?,Can Hindi words get a place in the Oxford dictionary?,0
1528,"What's it like to find a picture of you, friends, or family on a ""funny/awkward"" photo site?",What a picture or photo that makes you think a lot when you see it?,0
2182,Which is the cheapest and best bluetooth speaker?,Which is the best Bluetooth speaker under Rs2000?,0
3174,What is Ali Garh Trusteeship bill?,Were Jawaharlal Nehru and Muhammad Ali Jinnah brothers?,0
4856,Can I use Google Allo on my computer?,How can I use Google Allo on Xiaomi Mi tablet?,0
146,How would you review the site Waveclues?,Is there a good pay for reviews site out there?,0
2312,"What is the sigmoid function, and what is its use in machine learning's neural networks?",How is machine learning used in finance?,0
3471,What are the biggest misconceptions about sex?,What are the common misconceptions about masturbation?,0
447,What are natural numbers?,What is a least natural number?,0
4266,How long should you wait before smoking weed after a tooth extraction?,How long after wisdom tooth removal can I smoke marijuana?,0
1824,What is the Personal Property Security Act and how is Nova Scotia's different from Newfoundland's?,What is the Personal Property Security Act and how is Nova Scotia's different from Alberta's?,0
1163,Where are some fish spas in Malacca / Melaka?,What is the Best place in kuala lumpur for cheap Shopping?,0
1293,What was Marc Srour like as a teenager?,What is it like to be Marc Srour?,0
3947,What are some good colleges under SNAP accepting 80 percentile?,Has anyone on Quora ever done poorly in high school but still been accepted to a good college?,0
3834,How can I relieve the symptoms of a sucking chest wound?,What are the symptoms of a sucking chest wound?,0
4203,Will most auto dealers let you buy a car entirely in cash?,Why do we need auto dealerships? Why can't I buy a car from the manufacturer for the cheapest price without paying the dealer's salary?,0
3057,Can extend my J1 visa with an Optional Practice Training?,"Is a Master's in Systems, Control and Robotics at KTH Stockholm, a good choice if one has a BSc in Mechanical Engineering?",0
1517,Where can I find a list of companys I could possibly buy stocks in?,"I want to connect with you, how can I do that?",0
1050,Which is better GTA5 or Watch Dogs?,"In Watch Dogs 2 video game, could you put an APB on a cop?",0
3973,"Sensitive, thoughtful, sexual, Indian guy. Should I stay in this sexless marriage? Lots of detail in answer 1",Should I stay in a lovless marriage?,0
2569,"Do people actually think for themselves, or is it just a fancy notion that people believe some people do?",Is it just me or do people seem to be getting so drawn into themselves that they forget there is a life better then that around them to be truly lived?,0
43,Is being a good kid and not being a rebel worth it in the long run?,Is being bored good for a kid?,0
3264,How do the tourist attractions on the Scandinavian Highlands compare to attractions in Switzerland?,How do the tourist attractions on the Scandinavian Highlands compare to attractions in Slovakia?,0
511,"How hard is it to fake appearing ""spiritual"" in a Christian community?",Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,0
214,How many derivatives of an object's position with respect to time have to be continuous?,When does drawing become fun?,0
2629,What and where can I sell the source code for an app?,Where can I sell source code?,0
1729,"In the UK, what are the implications of the Immigration Act 2014?","In the UK, what are the implications of the Immigration Act 2016?",0
522,Why can't I feel remorse or empathy at all?,Why do I not feel remorse?,0
371,"What is a boy/girl called when he/she is 1-6 years old, 6-11years old, 11-14 years old, and 14-18 years old?",I am an 18 years old boy and I love a girl who's 14 years old. We both live Tamil Nadu. Is this a time to propose to her?,0
807,What area of games programming is most mathematically involved and suited to a math major?,"If one was to go about learning Python to be able to apply it to his area of study (Major in Chem minor in Math), what applications of Python could be most useful when applying for a job?",0
2445,What is a safe way to lose 40 pounds in 5 weeks?,Is it safe to lose 40 pounds in 2 weeks?,0
4006,Is it healthy to sleep by covering your head fully by a blanket?,Is it harmful to sleep head facing north?,0
1685,"How much, if at all, will cotton khakis shrink when washed?",Why does cotton shrink when washed?,0
2308,What is a fictional work that is genuinely good but has a terrible fan base?,What are some good Harry Potter/Dean Thomas fan fictions?,0
1340,Why does Islam allow and encourage cousins to marry? Is this still in practice?,Do cousins marry each other regularly in Islam?,0
832,Can an auto immune disease cause insomnia?,What causes Auto Immune diseases?,0
449,How do I enter a new email ID which I can access to recover my Facebook ID?,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,0
1047,What revenue do I need to raise in order to sell my company for 1 million dollars?,What are the advantages of growing up wealthy (in the top 1%)?,0
2369,How Bruce Lee died?,Who killed Bruce Lee?,0
899,Why is contract law important?,Why is maritime law so important?,0
498,Is growing of hair a physical or a chemical change?,Can a bald person ever grow their hair back?,0
1651,Why don't we connect the direct DC power that we get from the solar photo-voltaic to the HVDC transmission?,"Since India has its own one nation one grid concept, why can't we load all of the HVAC lines with a HVDC supply so that transmission losses will lessen considerably?",0
4352,How can you determine the Lewis structure for dimethylamine?,How is the Lewis structure for CH3O determined?,0
1546,What is the most effective treatment for acne scars?,Is there an effective treatment for acne?,0
2722,Why might some people look more attractive if hair does not cover their forehead?,Who is the best actress in India in terms of beauty?,0
4,"Which one dissolve in water quikly sugar, salt, methane and carbon di oxide?",Which fish would survive in salt water?,0
1553,I am stuck between Electrical Engineering and Pre-Med. Any advice?,Is vBulletin 5 Connect SEO really not performing well?,0
1848,Innovation Diffusion: What are the various kind of opinion leaders are there to influence the Youth?,What is diffusion in the villi?,0
2263,Which Indian medical colleges have a good reputation in USA?,Which is more rewarding? An MS in USA or Germany? This is about my friend- currently pursuing BTech in computer engg from a reputed college in Mumbai,0
2642,How long does dookie braid last?,How do you get braided wavy hair?,0
3422,"Which type of engineering can build robots, drones etc.?",How would you design a robot and/or drone?,0
748,Would a woman in the Catholic Church be shunned or ostracized for having a sexual relationship with a priest?,What would happen if a woman sued the Catholic Church for not allowing them to become a priest?,0
3373,What event or experience from your childhood inspired you as an adult?,"What would you suggest to an adult who didn't grow up with enough love from parents, as ""complement"" to love that was missing in his/her childhood?",0
2004,What universities does Federal-Mogul recruit new grads from? What majors are they looking for?,What universities does Federal Signal recruit new grads from? What majors are they looking for?,0
1531,How do I my epf account no I have my uan?,"How do I reset my password, If I have forgot it & also have no access to the email associated with my Quora account?",0
615,How would do you describe a person with lots of interests?,What are some examples of how to describe a person in a positive light?,0
3035,Can I withdraw a police complaint after FIR has been lodged?,What is difference between FIR and complaint?,0
1867,"Why do students from liberal arts just repeat the same given ""mantras"" without any critical thought?",What are the reasons why dynamite has a patent?,0
1377,What are some core electronics companies in Pune where I can intern?,What companies are doing core electronics work in Pune?,0
2055,What would Michael Jackson think of Donald trump if Michael was alive today?,What is the average dick size across countries?,0
3778,What is the ground reality of Aam Aadmi Party in goa and gujarat?,What is the ground reality of Aam Aadmi Party in gujarat?,0
4635,What are the some of the most interesting stories about Ravana based on Hindu mythology?,Is Indra the most coward god in hindu mythology?,0
2901,Where can we download TV series for free without torrents?,Where can I download anime series without torrents?,0
1091,Should I vote for Donald Trump or Hillary Clinton?,Why should I not vote for Hillary Clinton or Donald Trump?,0
4017,Which is the best dance academy in Pune?,What are the best dance classes in Hyderabad?,0
3527,Is there a astronomical model that would generate the very long seasons found in Westeros/Essos?,"In Game of Thrones, winter and summer can last for years and vary in length. What solar/planetary configuration could possibly produce such dramatic seasons?",0
4261,Which one is basic feature of prokaryotic cell?,What is the earliest mobile phone which would still work on one of today's cell networks?,0
2314,What is oracle erp cloud?,What is oracle erp?,0
548,What is it like to study math at UCLA?,Could USC buy UCLA?,0
1575,"Why is it that if we trust someone blindly, they make us blind one day?",How do I be a silent and impressive person?,0
2040,Where you can find Pest control service in Sydney?,Where can I get environment friendly pest control service in Sydney?,0
1730,How long does it typically take for the FDA to review a NDA?,How can I prepare for an FDA audit?,0
2002,The Pirate Bay: How can one lower their risk of being caught while continuing to torrent?,How do I torrent on my college network without being detected or getting caught?,0
496,Which are the major highways in California and how are they compared to the major highways in Tennessee?,Which are the major highways in California and how are they compared to the major highways in Texas?,0
4183,What would World War III look like?,Can a normal person start World War III?,0
3179,Can a Lightsaber cut through Adamantium?,Can a lightsaber cut through Superman?,0
2091,Can I take vitamin B Complex without doctor’s prescription on my own?,Why is it called Vitamin B-Complex?,0
167,Which is correct - 'Looking forward to speak with you' or 'Look forward to speak with you'?,"Which is correct: ""speak with"" or ""speak to""?",0
4609,What was Mumbai life like in the 1990s especially for teenagers?,What are some life tips for a teenager?,0
4851,How do you pass time while waiting?,How do I pass time?,0
1708,"What is the difference between all the streaming Hadoop solutions: Flume, Spark (Databricks), Storm, Kafka (Confluent), and Malhar (Datatorrent)?",What are the advantages of using DataTorrent over Storm?,0
2533,Did the Airbus A320 from US Airways Flight 1549 (which ditched in the Hudson River) ever fly again?,Why does US Airways flight 1549 get so much attention when ALM Flight 980 made a successful water landing in the open ocean?,0
4221,Why shouldn't you smoke with a sore throat? How do you treat a sore throat?,What physically occurs to cause (in general) a sore throat and what is the best cure for it?,0
599,"If you dug a hole through the earth, and came out the other side what would happen?",If I dug a huge hole in the ground in a straight line what would happen when I reach the opposite side of the Earth? Would my head or my feet come out first?,0
111,Is USA the most powerful country of the world?,Why is the USA the most powerful country of the world?,0
1688,Have you experienced sleep paralysis? How cruel was that moment?,Do you have an interesting sleep paralysis story to share?,0
2487,How can I lose 15 kilos in 5 months?,How do I lose 5 kilos in a month?,0
3487,Are there differences in the targeting/types of proteins translated in the cytosol and those transcribed in the rough/smooth endoplasmic reticulum?,How do the smooth and rough endoplasmic reticulums differ?,0
3412,What is the best MongoDB ORM for node.js?,What's the best MongoDB ORM for Python?,0
3802,"Of the five schools of management thought, which two most nearly reflect your personal day to day management style? Do you think you will likely change your management style in the future? Why or why not?",What are the best ways to get a hotel upgrade in a luxury hotel?,0
2489,What is cost of 60kwatt solar power project?,"What is the most powerful, easy-to-make solar cooker for a school project?",0
3554,Can I ask the HR if I can re-apply for the same position in the company for which I had been interviewed before?,How long might one wait to hear something after applying for an academic position in the US?,0
550,What are some Interesting mobile apps?,What are the best mobile apps for recruiters?,0
639,How can I get MOOC/E-learning through online web and video courses related to filmmaking & production developed by Indian professors?,How can I get MOOCs/E-learning through online web and video courses related to photography developed by Indian professors?,0
2581,What is the best computer science course I can take that will not focus too much on the language they use?,Can I join VIT or I should take a drop if not selected in JEE Mains?,0
2320,What is the true meaning of freedom according to you?,What does Freedom mean to you? Are we really free?,0
1620,How reliable is purchasing jewellery from Bluestone?,How do I post gold jewellery from France to the U.K.?,0
765,Whenever its about “her” its a very special feeling. Tried hard to forget her but she's alwys spcl. Should I stop talking to her even as a friend ?,How should I stop thinking about someone?,0
202,What's the best way to start learning robotics?,What is the best way to start robotics? Which is the best development board that I can start working on it?,0
2126,What do guys think of girls that act goofy and self-deprecating?,What would guys think if a chubby girl likes him?,0
2764,Are Pakistani laving in Pakistan allowd to in port cars?,What is it like to compete with a professional athlete?,0
692,"In C++, what are access modifiers?",What are access modifiers in Java?,0
993,Do you have any paranormal experience?,What are your best paranormal experiences?,0
4450,What is a suitable inpatient drug and alcohol rehab center near Bond County IL?,What is a suitable inpatient drug and alcohol rehab center near Champaign County IL?,0
2797,How does Hillary Clinton view Donald Trump?,How will Hillary Clinton beat Donald Trump?,0
3721,Was Nandani the real wife of Chandragupta Maurya?,Is Justin the son of Chandragupta Maurya?,0
574,"What does ""the more things change the more they stay the same"" mean?",Why do some people believe that life ends at death?,0
4356,"What is your favorite ""Weird Al"" Yankovic album?","What is your favorite ""Weird Al"" Yankovic song?",0
1481,"What is a ""quasi-contract""? What are some examples?",What are some examples of the essentials of a valid contract?,0
925,How can homeopathic medicine not have side-effects?,What are the side effects of homeopathic medicines?,0
974,How can I change my snapdeal account's mobile number?,How do I change the registered mobile number for the DBS bank account?,0
1421,Where can I get my MacBook motherboard repaired in Kolkata?,Where can I get my MacBook R.A.M repaired in Kolkata?,0
1671,What are some interesting differences between American Sign Language and British Sign Language?,"Is it weird for a 'hearing' person with no deaf friends to want to learn the signed language most often used in their country (i.e. British Sign Language for me)? Is it comparative to learning a second vocal language, or would you consider it differently? I'm very interested in 'hearing' and deaf opinions.",0
4180,How can I make money online for free?,What's the easiest way to make money online?,0
2366,What is the best time of the year to visit Glacier National Park?,When is the best time to visit Death Valley National Park?,0
1837,"When did you start to learn coding? Is it true that if someone wants to be extremely good at coding, he or she will have to start learning at a young age?",What are the best ways to learn C#?,0
525,How can I treat a severe foot sprain?,How can I get a severe foot sprain?,0
2516,What are some of the best things Donald Trump has said?,What is the best thing Donald Trump has done?,0
2595,Should people be fired because of tasteless or racist tattoos?,What should be done with a police officer with a Nazi tattoo?,0
1996,What are some good examples of 4 stanza poems?,What are some good Ilocano poems?,0
1472,What do iCloud backup from an app?,How do I remove an app from iCloud?,0
471,Is it wrong for me to be content with my life?,What is a cover story?,0
490,Is noon 12 am or 12 pm?,Is it good to do gym at morning and swimming at noon?,0
668,"What do you think about my short film, ""ColorShift""?",What do you think about my short film?,0
697,What does it mean to hike up your skirt?,What are some cute ways to cut up a skirt?,0
1703,How smart is Donald Trump?,Who is Donald Trump's base? Why is he popular? Why are people voting for him? Why do people like and support him?,0
21,What's causing someone to be jealous?,What can I do to avoid being jealous of someone?,0
2049,Will I get refund after preparation of chart for wait listed ticket?,What will be the reductions in the refund amount if a waiting list is cancelled before the chart is prepared?,0
1045,What is the responsibility of SAP ERP key user?,What is a qualified SAP ERP key user?,0
332,What is the difference between deism and agnosticism?,What is the difference between a hobby and a habit?,0
39,What is the stall speed and AOA of an f-14 with wings fully swept back?,"Why did aircraft stop using variable-sweep wings, like those on an F-14?",0
2674,I have cleared the FCAT written exam. I lost my original admit card. Can I still take the SSB?,Why admit card link of June 2016 exam does not work?,0
1710,Which is the best movie download site?,Is there any secrets sites for downloading leaked movies?,0
1536,What are some cheap options to ship products from India to the USA?,"How do I ship 100 kgs of luggage (clothes) from the USA to India, within $150?",0
4005,Is it good to use Dettol liquid in bathing water?,Is dettol bar soap good for daily use?,0
710,What is latency in telecom?,How does WiFi latency compare to Wired Ethernet?,0
1498,I am a guy with chest size 38 and hip size 41. I want to reduce my hip size.What should I do?,What exercise can help to reduce the weight on my arms?,0
2947,What is the use of getting more upvotes in Quora?,What is the purpose of Quora?,0
931,How did you managed long distance relationship?,How can long distance relationships be successful?,0
3796,Does the moon revolve around the sun?,Why does the moon revolve around the sun?,0
1376,What is unusual or different about the food and cuisine in Sudan?,What is unusual or different about the food and cuisine in Pakistan?,0
3157,Is sexstorian.com safe?,Is zerocensorship.com safe?,0
3278,Which is the best company for getting review products for free?,What is the best website for consumer product reviews?,0
657,What are genders?,What is Gender Profiling?,0
3659,Is there any commerce-field related internship in ONGC?,Are there any opportunities like internship in chemical engineering field for first year student in India?,0
4215,"Can anyone provide the link which has a pdf version of this book ""Engineering drawing by n.d.bhatt""?",Can anyone provide me with PDFs of Robert D Cook's finite element modelling book?,0
801,What is the benefit of going Walking every morning?,Bollywood industry doesn't encourage outsiders? For ex outsiders may get one or at max two chances whereas star kids get multiple chances to perform?,0
2560,What is the contract theory of government?,What is contract theory?,0
1277,Any solutions for unable to upgrade access level for viewing to full transaction of SBI net banking?,How much time does it take to upgrade the access level to full transaction rights in SBI online?,0
2661,Where does the penis go when having sex?,What will a woman think of me if while having sex I ask her help to put my penis in her?,0
838,Why do you love her?,What do you love? Why?,0
2426,What prompted Wheel of Fortune to use the letters R S T L N and E in the bonus round?,"On Wheel of Fortune, why is there so much hand clapping? It occurs after every spin of the wheel & after anyone says anything.",0
4675,"Are the ""benefits"" of negative ions proven? Or are they a myth?",Does body have positive ions or negative ions? Which is good for health?,0
366,Who is more electable in a general Presidential election: Donald Trump or Ted Cruz?,Who is more delusional: Donald Trump or Ted Cruz?,0
2656,Where can I watch gonulcelen with english subtitles?,Where can I watch sukimasuki with English subtitles?,0
4752,How long does promethazine stay in your system? How can you get rid of it faster?,How long does acetaminophen stay in your system? How can I get rid of it faster?,0
4416,What are the tips and hacks for getting the classes that you want as a freshman at Stanford?,What are the tips and hacks for getting the classes that you want as a freshman at CMU?,0
960,What are health benefits of red lentils?,What are the benefits of eating avocado?,0
560,What are some common facts every mechanical engineer should know?,What should all mechanical engineering students know?,0
2054,My boyfriend wants to have anal sex with me; will it hurt or feel good?,My boyfriend wants to have sex with me . And I have mixed feelings regarding that. Should I do it or not ?,0
1533,How is the syndrome for the hamming code interpreted?,"What the heck does ""enter access code"" mean?",0
1161,Do other cars taunt you while you are driving in public? ,Why should we turn off the lights inside the car while driving?,0
4972,Do I upload the full length Bollywood movies in youtube?,Does sim 2 of swipe elite plus support 3g?,0
3451,How can I pass 70-411 certification exam?,What things do Chinese people find strange about the West?,0
4505,Is it fine to run and jump after drinking water?,Why do we drink water after eating food?,0
1212,What's a good place to buy laptop bags in Bangalore?,Can you recommend a place in Berlin to buy laptop bag?,0
4189,Why are U.S. Vice presidents not allowed to drive in the six months after their term?,Which all companies offer embedded coding profile at NSIT?,0
4252,"My college has issued an erroneous marks list. Should I enter the same marks in my TCS Background Check documents, due to lack of time?",My BSc. marks are too low to allow me to enter an MBA program. What should I do now?,0
3458,Is using WiFi during a thunderstorm dangerous?,Can thunderstorms cause a power outage?,0
241,"There are 8 balls. 7 of them weigh the same. 1 of them has a different weight, (you don't know if it's heavier or lighter). How do you find the odd ball with 2 weighs?","How many 4 digit numbers can be formed by using 0, 1, 2, 3, 4, 5, 6, and 7? How many of them are between 4000 and 6000?",0
2273,How Google Pixel's camera is better than any other phone even iPhone?,"I've not had my period for 3 months now (Last period ended on June 9th). I'm 17, never been sexually active. What should I do?",0
1126,What is the weirdest or most disturbing thing that a kid has said?,What is the creepiest thing your spouse has ever done?,0
